text,label
The public wall near the junction is covered with graffiti text,graffiti
Graffiti has been painted on the government office boundary wall,graffiti
Vehicles are parked illegally on the footpath blocking pedestrians,illegal_parking
Cars are parked in a no parking zone near the junction,illegal_parking
Illegal parking near the market is causing traffic congestion,illegal_parking
Bikes are parked illegally in front of the apartment gate,illegal_parking
Cars parked on the roadside are blocking the main road,illegal_parking
Vehicles are double parked near the signal causing delays,illegal_parking
Illegal parking near the school entrance is unsafe for children,illegal_parking
Cars are parked in front of shops blocking access,illegal_parking
Vehicles parked illegally near the hospital are causing inconvenience,illegal_parking
Motorcycles are parked on the footpath near the bus stop,illegal_parking
Illegal parking near the metro station is blocking traffic flow,illegal_parking
Cars are parked in restricted areas despite clear signs,illegal_parking
Vehicles are parked too close to the junction causing confusion,illegal_parking
Illegal parking near the office area is affecting commuters,illegal_parking
Cars parked along the service road are narrowing the lane,illegal_parking
Vehicles are parked in front of the pedestrian crossing,illegal_parking
Illegal parking near residential houses is blocking driveways,illegal_parking
Cars parked in a no stopping zone are causing jams,illegal_parking
Vehicles are parked illegally near the flyover entrance,illegal_parking
Illegal parking near the bus depot is creating traffic issues,illegal_parking
Cars are parked in front of the gate making entry difficult,illegal_parking
Vehicles are parked on both sides of the road illegally,illegal_parking
Illegal parking near the shopping complex is causing chaos,illegal_parking
Cars parked on the curve are dangerous for oncoming traffic,illegal_parking
Vehicles parked illegally near the signal pole are blocking visibility,illegal_parking
Illegal parking near the residential layout is increasing daily,illegal_parking
Cars parked in the wrong lane are obstructing traffic,illegal_parking
Vehicles parked near the turn are causing accidents,illegal_parking
Illegal parking near the apartment exit is causing inconvenience,illegal_parking
Cars parked illegally on the roadside are blocking emergency vehicles,illegal_parking
Large potholes on the main road are causing daily traffic jams,pothole_road_crack
The road near the school has deep cracks making it unsafe for children,pothole_road_crack
Multiple potholes have appeared after recent rains near the bus stop,pothole_road_crack
The street outside our apartment has severe cracks and broken surface,pothole_road_crack
A big pothole near the signal is damaging vehicles every day,pothole_road_crack
Road condition near the hospital is very bad due to potholes,pothole_road_crack
The road surface has completely worn out and developed deep cracks,pothole_road_crack
There is a dangerous pothole in the middle of the junction,pothole_road_crack
Potholes near the metro station are making driving very difficult,pothole_road_crack
The road has been cracked for months with no repair done,pothole_road_crack
Several potholes on this street are causing frequent accidents,pothole_road_crack
The asphalt road is badly cracked and uneven near the market,pothole_road_crack
A deep pothole fills with water during rain and is hard to notice,pothole_road_crack
Road near the office area has cracks spreading across lanes,pothole_road_crack
Vehicles are slowing down suddenly due to potholes on this road,pothole_road_crack
The road outside the residential area has sunk creating large cracks,pothole_road_crack
Potholes near the flyover are increasing day by day,pothole_road_crack
This road has sharp cracks that are damaging car tyres,pothole_road_crack
The internal road has broken patches and deep potholes,pothole_road_crack
Road condition has worsened after construction work,pothole_road_crack
There is a huge pothole near the speed breaker,pothole_road_crack
Cracks on the road are making it unsafe for two wheelers,pothole_road_crack
The road near the shopping complex is badly cracked,pothole_road_crack
Potholes have formed along the entire stretch of the road,pothole_road_crack
The street road is uneven and full of cracks,pothole_road_crack
Deep potholes near the bus stand are causing congestion,pothole_road_crack
The road has collapsed slightly creating a dangerous pit,pothole_road_crack
Potholes near residential buildings are causing inconvenience,pothole_road_crack
Cracked road surface is leading to frequent traffic slowdowns,pothole_road_crack
The road has sharp edges due to broken asphalt,pothole_road_crack
This pothole has been there for weeks and is getting bigger,pothole_road_crack
Cracks on the main road are spreading rapidly,pothole_road_crack
Badly damaged road is affecting daily commuters,pothole_road_crack
Potholes on this street make night driving risky,pothole_road_crack
The traffic sign near the junction is broken and not visible to drivers,damaged_road_sign
Speed limit board near the school is damaged and unreadable,damaged_road_sign
The road direction sign has fallen down after the storm,damaged_road_sign
A bent signboard near the signal is confusing motorists,damaged_road_sign
The stop sign at the crossroad is broken and dangerous,damaged_road_sign
Road sign near the hospital is damaged and partly missing,damaged_road_sign
The warning sign before the curve is not visible due to damage,damaged_road_sign
The highway signboard is cracked and about to fall,damaged_road_sign
Traffic sign near the bus stop is tilted and unreadable,damaged_road_sign
The pedestrian crossing sign is damaged and faded,damaged_road_sign
The no-entry sign at the junction is broken,damaged_road_sign
Road sign showing speed limit is covered with dirt and damaged,damaged_road_sign
The direction board near the flyover is broken,damaged_road_sign
Traffic instruction sign near the market has fallen down,damaged_road_sign
The road safety sign is damaged and causing confusion,damaged_road_sign
Signboard near the school zone is bent and unclear,damaged_road_sign
The signpost near the curve is broken and risky at night,damaged_road_sign
The highway information board is damaged and unreadable,damaged_road_sign
Road sign near the residential area is cracked and loose,damaged_road_sign
The stop sign near the intersection is badly damaged,damaged_road_sign
Traffic direction sign is broken due to vehicle impact,damaged_road_sign
The caution board near the construction area is damaged,damaged_road_sign
The road sign has faded paint and broken edges,damaged_road_sign
Warning sign before the bridge is damaged and unclear,damaged_road_sign
Traffic sign near the metro station is broken,damaged_road_sign
The signboard indicating turn is damaged and confusing drivers,damaged_road_sign
Road sign near the signal pole is bent after an accident,damaged_road_sign
The instruction sign on the highway is broken and unreadable,damaged_road_sign
Damaged road sign near junction is creating traffic issues,damaged_road_sign
The signboard near the curve has fallen and is not fixed yet,damaged_road_sign
Garbage has not been collected for many days near our houses,garbage
Overflowing garbage bins are creating bad smell in the area,garbage
Piles of waste are lying on the roadside attracting stray animals,garbage
Garbage dumped near the apartment entrance is causing hygiene issues,garbage
Trash has accumulated near the market and is blocking the footpath,garbage
Waste collection vehicle has not visited our street this week,garbage
Garbage near the school is causing health concerns for children,garbage
Open garbage dumping is attracting flies and mosquitoes,garbage
Waste piled up near the bus stop is causing inconvenience,garbage
Garbage bins are overflowing and not cleaned regularly,garbage
Rotting garbage near residential buildings is spreading foul smell,garbage
Garbage collection has been irregular in this locality,garbage
Waste dumped in open area is causing pollution,garbage
Uncollected garbage is blocking the side road,garbage
Garbage heap near the hospital is unhygienic,garbage
Trash bags are torn and waste is scattered on the road,garbage
Garbage dumping near the park is spoiling the environment,garbage
Waste lying unattended near shops is causing bad odor,garbage
Garbage has accumulated near the drainage line,garbage
Uncleared garbage is attracting dogs and rodents,garbage
Waste collection workers have not come for several days,garbage
Garbage piled near the junction is affecting traffic movement,garbage
Open garbage bins near houses are overflowing,garbage
Waste dumped on the footpath is blocking pedestrians,garbage
Garbage near the residential gate has not been removed,garbage
Trash has accumulated near the construction site,garbage
Garbage disposal is not happening regularly in this area,garbage
Waste is scattered all over the road due to poor collection,garbage
Garbage pile near the temple is causing inconvenience,garbage
Uncollected waste is becoming a serious problem here,garbage
Graffiti has been painted on the wall near the main road,graffiti
Public building wall is covered with graffiti and looks dirty,graffiti
Someone has written graffiti on the school compound wall,graffiti
Graffiti on the metro station wall is offensive,graffiti
Walls near the bus stop are vandalized with spray paint,graffiti
Graffiti on the bridge pillars is spoiling the area,graffiti
Public toilet walls are covered with graffiti,graffiti
Graffiti painted on the government office wall needs removal,graffiti
Vandalized wall near the park has graffiti drawings,graffiti
Graffiti on roadside walls is creating an untidy environment,graffiti
Graffiti with abusive words is visible near the junction,graffiti
Public property has been defaced with graffiti,graffiti
Graffiti painted near the school gate is inappropriate,graffiti
Walls under the flyover are covered with graffiti,graffiti
Graffiti on residential compound wall is unwanted,graffiti
Someone has spray painted graffiti on traffic signal walls,graffiti
Graffiti on the railway station wall looks ugly,graffiti
Public walls near the market are full of graffiti,graffiti
Graffiti has damaged the appearance of the area,graffiti
Graffiti on the footpath wall needs cleaning,graffiti
Offensive graffiti has been written near the bus stand,graffiti
Graffiti on public walls is increasing day by day,graffiti
Vandalized wall with graffiti near residential area,graffiti
Graffiti near the playground is not suitable for children,graffiti
Public wall near the hospital has graffiti markings,graffiti
Graffiti painted on bridge side wall is spoiling cleanliness,graffiti
Walls near the metro entrance are covered with graffiti,graffiti
Graffiti on public infrastructure needs immediate removal,graffiti
Graffiti on compound wall near shops is visible,graffiti
Graffiti has been drawn on walls near the junction,graffiti
Vehicles are parked illegally on the footpath blocking pedestrians,illegal_parking
Cars are parked in a no parking zone near the junction,illegal_parking
Illegal parking near the market is causing traffic congestion,illegal_parking
Vehicles are parked in front of shops obstructing the road,illegal_parking
Cars parked illegally near the signal are blocking traffic flow,illegal_parking
Bikes are parked on the footpath causing inconvenience,illegal_parking
Illegal parking near the school gate is unsafe for children,illegal_parking
Vehicles parked on the roadside are reducing road width,illegal_parking
Cars are parked illegally near the bus stop,illegal_parking
Double parked vehicles are blocking the street,illegal_parking
Illegal parking near residential area is a daily issue,illegal_parking
Vehicles parked in front of emergency exits illegally,illegal_parking
Cars parked on the wrong side of the road causing confusion,illegal_parking
Illegal parking near hospital entrance is blocking access,illegal_parking
Vehicles parked illegally under the flyover,illegal_parking
Bikes parked in no parking zone near shops,illegal_parking
Illegal parking near the junction is slowing traffic movement,illegal_parking
Cars parked illegally near the metro station entrance,illegal_parking
Vehicles parked on the footpath near market area,illegal_parking
Illegal parking is blocking pedestrians and cyclists,illegal_parking
Cars parked illegally near the apartment gate,illegal_parking
Vehicles parked in restricted area causing inconvenience,illegal_parking
Illegal parking near the main road is increasing accidents,illegal_parking
Cars parked illegally are blocking turning space,illegal_parking
Vehicles parked illegally near the traffic signal,illegal_parking
Illegal parking near commercial complex is a problem,illegal_parking
Bikes parked on pedestrian walkway illegally,illegal_parking
Cars parked illegally near school zone,illegal_parking
Illegal parking near bus stand is blocking buses,illegal_parking
Vehicles parked illegally during peak hours,illegal_parking
Driving has become difficult because the road surface is badly damaged,pothole_road_crack
Vehicles slow down suddenly due to broken patches on the road,pothole_road_crack
The road feels uneven and unsafe to drive on,pothole_road_crack
This street used to be smooth but now has deep cuts and holes,pothole_road_crack
People avoid this road because of its poor condition,pothole_road_crack
The road has sunk at multiple places causing bumps,pothole_road_crack
Two wheelers are struggling to balance due to road damage,pothole_road_crack
The asphalt has peeled off leaving rough patches,pothole_road_crack
This road becomes dangerous especially at night,pothole_road_crack
Road damage is forcing vehicles to move very slowly,pothole_road_crack
The surface of the road is completely worn out,pothole_road_crack
There are sudden dips on the road causing discomfort,pothole_road_crack
The damaged road is affecting daily commuters,pothole_road_crack
Vehicles are swerving to avoid broken road sections,pothole_road_crack
The road quality has deteriorated badly,pothole_road_crack
The street has multiple uneven patches,pothole_road_crack
Road damage is increasing after every rainfall,pothole_road_crack
The condition of this road is getting worse every week,pothole_road_crack
This road needs urgent resurfacing,pothole_road_crack
Broken road surface is causing traffic slowdowns,pothole_road_crack
Drivers are getting confused because the road sign is not clear,damaged_road_sign
The signboard that shows directions is barely readable now,damaged_road_sign
People are missing turns because the sign is damaged,damaged_road_sign
The traffic sign looks old and broken,damaged_road_sign
The road sign is hanging loosely and may fall,damaged_road_sign
The sign near the junction does not convey any information,damaged_road_sign
Drivers slow down because the signboard is unclear,damaged_road_sign
The board that warns about the curve is damaged,damaged_road_sign
The road instruction sign is not helping motorists,damaged_road_sign
The signpost has lost visibility due to damage,damaged_road_sign
The signboard paint has faded completely,damaged_road_sign
The road sign is tilted and facing the wrong direction,damaged_road_sign
The sign near the crossing is confusing drivers,damaged_road_sign
The warning board is no longer readable,damaged_road_sign
The signboard is broken and lying sideways,damaged_road_sign
The traffic information board is damaged,damaged_road_sign
The signpost does not serve its purpose anymore,damaged_road_sign
The road sign looks vandalized and broken,damaged_road_sign
The signboard near the signal is barely visible,damaged_road_sign
Drivers are missing the turn due to damaged signage,damaged_road_sign
The area smells bad because waste has been lying here for days,garbage
People are avoiding this street due to garbage accumulation,garbage
Uncleared trash is making this place unhygienic,garbage
The surroundings look dirty because waste is not being removed,garbage
Garbage buildup is attracting insects and animals,garbage
Living here has become difficult due to waste lying around,garbage
The place looks neglected with trash everywhere,garbage
Waste has been piling up without any cleanup,garbage
This location has become filthy due to garbage,garbage
Residents are complaining about poor waste management,garbage
The smell from accumulated waste is unbearable,garbage
The area is turning into a dumping ground,garbage
Trash lying in open space is creating health concerns,garbage
Waste has spread across the road after bins overflowed,garbage
People are forced to walk around garbage piles,garbage
The garbage issue here is getting worse each day,garbage
Waste near houses is not being cleared regularly,garbage
This place needs immediate garbage removal,garbage
Garbage accumulation is affecting daily life here,garbage
Unattended waste is spoiling the environment,garbage
Public walls have been defaced and look very untidy,graffiti
Someone has scribbled writings on the wall near the road,graffiti
The wall looks vandalized with paint markings,graffiti
Public property has been spoiled with unwanted drawings,graffiti
Walls in this area are covered with random paint marks,graffiti
The appearance of the wall is ruined due to vandalism,graffiti
There are unwanted writings painted on public walls,graffiti
The wall looks dirty because of spray paint markings,graffiti
Someone has written offensive words on the wall,graffiti
Public walls near the street are damaged by vandalism,graffiti
Painted markings on walls are making the area look bad,graffiti
Walls near residential areas have been defaced,graffiti
The public wall has drawings that should not be there,graffiti
The wall looks damaged due to spray paint,graffiti
Random symbols are painted on the walls,graffiti
The wall near the junction has been vandalized,graffiti
Unwanted drawings on walls are increasing here,graffiti
The appearance of the area is affected by wall vandalism,graffiti
Walls have been scribbled with paint and writings,graffiti
The wall has been misused for painting messages,graffiti
Pedestrians are forced to walk on the road because vehicles are parked improperly,illegal_parking
The street feels congested due to cars left on both sides,illegal_parking
People are struggling to pass because vehicles are blocking the way,illegal_parking
The road becomes narrow because of parked vehicles,illegal_parking
Cars left in the wrong place are causing inconvenience,illegal_parking
Vehicles are occupying space meant for walking,illegal_parking
Traffic flow is affected because of vehicles standing on the road,illegal_parking
Emergency access is blocked due to improper parking,illegal_parking
Cars are left unattended in restricted areas,illegal_parking
Vehicles are stopping wherever they want causing chaos,illegal_parking
The entrance is blocked because someone parked their vehicle there,illegal_parking
People are complaining about vehicles blocking the passage,illegal_parking
The street is often blocked by parked vehicles,illegal_parking
Vehicles are parked without following any rules,illegal_parking
Cars parked wrongly are creating daily problems,illegal_parking
The road is frequently blocked due to careless parking,illegal_parking
Vehicles are taking up too much space on the street,illegal_parking
Improper parking is making it difficult for traffic to move,illegal_parking
Cars are standing in places meant to be kept clear,illegal_parking
Vehicles parked on the roadside are causing obstruction,illegal_parking
A tree has fallen on the road,fallen_trees
Fallen tree blocking the street,fallen_trees
Tree collapsed and blocking traffic,fallen_trees
Tree has fallen across the road,fallen_trees
A large tree has fallen near houses,fallen_trees
Tree fallen due to heavy rain,fallen_trees
Fallen tree obstructing vehicles,fallen_trees
Tree collapse on main road,fallen_trees
Tree fallen on roadside,fallen_trees
Tree blocking entry to street,fallen_trees
Tree fell and blocked the road completely,fallen_trees
Fallen tree causing traffic jam,fallen_trees
Tree collapsed near junction,fallen_trees
Tree fallen on footpath,fallen_trees
Tree has fallen after storm,fallen_trees
Tree blocking road since morning,fallen_trees
Tree fallen in residential area,fallen_trees
Tree collapse causing obstruction,fallen_trees
Tree fallen near school road,fallen_trees
Tree fallen and blocking movement,fallen_trees
Strong winds caused a tree to fall on the road,fallen_trees
After heavy rainfall a tree collapsed on the street,fallen_trees
A roadside tree came down blocking vehicles,fallen_trees
Tree branches collapsed onto the roadway,fallen_trees
A big tree fell and disrupted traffic flow,fallen_trees
Tree uprooted due to storm and blocking road,fallen_trees
A tree has come down across the lane,fallen_trees
Tree collapse has made the road inaccessible,fallen_trees
Fallen tree is creating traffic congestion,fallen_trees
A tree fell near houses creating danger,fallen_trees
Tree snapped and blocked the entire street,fallen_trees
Tree uprooted and lying across the road,fallen_trees
Collapsed tree causing inconvenience to commuters,fallen_trees
Tree fall has stopped vehicle movement,fallen_trees
A fallen tree is blocking emergency access,fallen_trees
Tree collapse after rainstorm,fallen_trees
Tree fallen on busy road,fallen_trees
Road is blocked because a tree has fallen,fallen_trees
Tree collapse causing road blockage,fallen_trees
Tree fallen and needs removal,fallen_trees
tree fell here please clear it,fallen_trees
road blocked by fallen tree,fallen_trees
tree fallen no one removed yet,fallen_trees
tree blocking full road,fallen_trees
fallen tree issue,fallen_trees
tree collapsed pls fix,fallen_trees
tree down on road,fallen_trees
tree fall problem here,fallen_trees
huge tree fell on street,fallen_trees
tree fell suddenly,fallen_trees
tree lying across road,fallen_trees
tree blocking vehicles badly,fallen_trees
tree fall causing chaos,fallen_trees
tree fell after rain,fallen_trees
tree blocking emergency route,fallen_trees
tree fell near houses,fallen_trees
tree collapsed on road side,fallen_trees
tree fallen creating problem,fallen_trees
tree on road blocking traffic,fallen_trees
fallen tree urgent removal,fallen_trees
Tree has fallen and is blocking the road,fallen_trees
A fallen tree is lying across the street,fallen_trees
Tree collapse blocking the pathway,fallen_trees
Tree fallen on main road causing blockage,fallen_trees
Tree fallen near electric lines,fallen_trees
Tree collapse obstructing road access,fallen_trees
Tree fallen near residential street,fallen_trees
Tree blocking road after heavy wind,fallen_trees
Tree fallen and blocking footpath,fallen_trees
Tree collapse near traffic signal,fallen_trees
Tree fallen causing obstruction to pedestrians,fallen_trees
Tree fallen across the road lane,fallen_trees
Tree collapsed blocking vehicles,fallen_trees
Tree fallen near market area,fallen_trees
Tree fallen creating road blockage,fallen_trees
Tree collapse affecting traffic movement,fallen_trees
Tree fallen near school road,fallen_trees
Tree blocking road entrance,fallen_trees
Tree fallen causing safety risk,fallen_trees
Tree collapse blocking road completely,fallen_trees
Due to strong winds a tree has fallen on the road,fallen_trees
A roadside tree collapsed and blocked the street,fallen_trees
Heavy rain caused a tree to fall across the road,fallen_trees
A large tree toppled over blocking traffic,fallen_trees
Tree uprooted and blocking the main road,fallen_trees
Storm damage caused a tree to collapse,fallen_trees
Tree fell down and obstructed vehicle movement,fallen_trees
A tree snapped and fell on the street,fallen_trees
Fallen tree making the road unusable,fallen_trees
Tree collapse disrupting daily commute,fallen_trees
A big tree came down after rainfall,fallen_trees
Tree uprooted near houses causing danger,fallen_trees
Fallen tree blocking emergency vehicles,fallen_trees
Tree collapse has blocked access to the area,fallen_trees
Tree fell across the road due to storm,fallen_trees
A tree toppled and blocked the roadside,fallen_trees
Tree fall causing traffic disruption,fallen_trees
Tree collapsed near junction causing obstruction,fallen_trees
Tree fell and is lying on the road,fallen_trees
Tree collapse needs urgent clearing,fallen_trees
tree fell on road pls remove,fallen_trees
tree collapse issue here,fallen_trees
fallen tree blocking street badly,fallen_trees
tree down causing traffic,fallen_trees
tree fall blocking way,fallen_trees
tree collapsed suddenly,fallen_trees
tree lying on road side,fallen_trees
fallen tree problem since morning,fallen_trees
tree blocking road urgent,fallen_trees
tree fallen after storm,fallen_trees
tree down near houses,fallen_trees
tree collapse blocking full road,fallen_trees
tree fallen causing danger,fallen_trees
tree blocking vehicles movement,fallen_trees
tree fall not cleared yet,fallen_trees
tree collapse after heavy rain,fallen_trees
tree fallen near crossing,fallen_trees
tree blocking traffic flow,fallen_trees
tree fall creating mess,fallen_trees
fallen tree need immediate action,fallen_trees
A tree has fallen and is blocking the roadside,fallen_trees
Tree fallen across the service road,fallen_trees
Tree collapse blocking local street,fallen_trees
Tree fallen near apartment entrance,fallen_trees
Tree fallen obstructing traffic lane,fallen_trees
Tree collapse on narrow road,fallen_trees
Tree fallen blocking two wheeler movement,fallen_trees
Tree fallen near bus stop,fallen_trees
Tree blocking road access completely,fallen_trees
Tree fallen near hospital road,fallen_trees
Tree collapse causing road closure,fallen_trees
Tree fallen near signal junction,fallen_trees
Tree fallen on inner road,fallen_trees
Tree collapse blocking public road,fallen_trees
Tree fallen near residential colony,fallen_trees
Tree fallen blocking main entry,fallen_trees
Tree collapse near highway side,fallen_trees
Tree fallen near pedestrian crossing,fallen_trees
Tree fallen causing obstruction,fallen_trees
Tree collapse on busy road,fallen_trees
A huge tree has fallen and blocked the road entirely,fallen_trees
Road is blocked due to a fallen tree after storm,fallen_trees
Tree uprooted because of rain and blocking traffic,fallen_trees
A tree collapsed and is lying across the road,fallen_trees
Strong winds caused a tree to fall down,fallen_trees
Tree snapped and fell blocking the road,fallen_trees
Uprooted tree blocking vehicles from passing,fallen_trees
Tree fall disrupting traffic flow,fallen_trees
A fallen tree has made the road inaccessible,fallen_trees
Tree collapse affecting nearby houses,fallen_trees
Tree fell near power lines causing concern,fallen_trees
Large tree fallen and blocking entry road,fallen_trees
Tree uprooted and fallen on side road,fallen_trees
Tree fall causing blockage near junction,fallen_trees
Tree collapse obstructing emergency access,fallen_trees
Tree fell and blocked the street completely,fallen_trees
Tree collapse due to bad weather,fallen_trees
A roadside tree collapsed suddenly,fallen_trees
Tree fall creating traffic jam,fallen_trees
Tree collapse needs immediate removal,fallen_trees
tree fell across road,fallen_trees
tree down blocking path,fallen_trees
tree collapse issue on road,fallen_trees
tree fallen near street,fallen_trees
tree fall causing block,fallen_trees
tree collapsed road blocked,fallen_trees
tree lying on road now,fallen_trees
tree fallen not cleared,fallen_trees
tree down blocking vehicles,fallen_trees
tree fallen causing jam,fallen_trees
tree fall near crossing,fallen_trees
tree collapsed urgent issue,fallen_trees
tree fallen on road side,fallen_trees
tree blocking main road,fallen_trees
tree fall after rain,fallen_trees
tree collapse creating problem,fallen_trees
tree fallen need help,fallen_trees
tree blocking road fully,fallen_trees
tree fall near houses,fallen_trees
tree collapse immediate action needed,fallen_trees
Fallen tree blocking main road,fallen_trees
Tree fallen across internal street,fallen_trees
Tree collapse blocking residential road,fallen_trees
Tree fallen near school road,fallen_trees
Tree collapse blocking vehicle entry,fallen_trees
Tree fallen on side of highway,fallen_trees
Tree blocking access to locality,fallen_trees
Tree collapse near bus route,fallen_trees
Tree fallen blocking footpath and road,fallen_trees
Tree collapse obstructing daily commute,fallen_trees
Tree fallen near market area,fallen_trees
Tree collapse blocking narrow lane,fallen_trees
Tree fallen causing obstruction to traffic,fallen_trees
Tree fallen near apartment gate,fallen_trees
Tree collapse blocking public access road,fallen_trees
Tree fallen near office road,fallen_trees
Tree collapse affecting nearby movement,fallen_trees
Tree fallen blocking service road,fallen_trees
Tree collapse causing inconvenience,fallen_trees
Tree fallen on city road,fallen_trees
A roadside tree collapsed and blocked the entire road,fallen_trees
Tree uprooted and fell during heavy rain,fallen_trees
A big tree has fallen across the street,fallen_trees
Tree fall is stopping vehicles from passing,fallen_trees
Strong winds caused a tree to collapse on the road,fallen_trees
Tree snapped and is blocking the lane,fallen_trees
Uprooted tree lying on the road after storm,fallen_trees
Tree fall causing long traffic queues,fallen_trees
Tree collapse disrupting normal traffic flow,fallen_trees
Tree fell suddenly and blocked the road,fallen_trees
Large tree collapse affecting transportation,fallen_trees
Tree uprooted near roadside and blocking path,fallen_trees
Tree fall causing serious road blockage,fallen_trees
Tree collapse near junction causing chaos,fallen_trees
Tree fallen making road unusable,fallen_trees
Tree collapse creating hazard on road,fallen_trees
Tree fall obstructing emergency vehicles,fallen_trees
Tree uprooted and blocking residential street,fallen_trees
Tree collapse due to storm damage,fallen_trees
Tree fallen requiring urgent clearance,fallen_trees
fallen tree road blocked,fallen_trees
tree down road issue,fallen_trees
tree fell blocking street,fallen_trees
tree collapse problem,fallen_trees
tree fallen traffic stopped,fallen_trees
tree down after rain,fallen_trees
tree fallen not removed,fallen_trees
tree blocking vehicles,fallen_trees
tree collapse urgent,fallen_trees
tree fallen causing jam,fallen_trees
tree down near road,fallen_trees
tree blocking entry road,fallen_trees
tree collapse blocking way,fallen_trees
tree fallen across street,fallen_trees
tree down roadside,fallen_trees
tree fall hazard road,fallen_trees
tree collapse needs removal,fallen_trees
tree fallen emergency,fallen_trees
tree blocking movement,fallen_trees
tree down road access blocked,fallen_trees
Large tree fallen blocking entire road,fallen_trees
Tree collapse blocking main junction,fallen_trees
Tree fallen near residential colony entrance,fallen_trees
Tree fallen blocking two lane road,fallen_trees
Tree collapse near hospital road,fallen_trees
Tree fallen blocking emergency route,fallen_trees
Tree collapse obstructing daily traffic,fallen_trees
Tree fallen across service road,fallen_trees
Tree collapse blocking village road,fallen_trees
Tree fallen near school causing blockage,fallen_trees
Tree collapse blocking highway side road,fallen_trees
Tree fallen blocking local street,fallen_trees
Tree collapse near bus stop,fallen_trees
Tree fallen causing complete road closure,fallen_trees
Tree collapse blocking apartment access,fallen_trees
Tree fallen near market blocking road,fallen_trees
Tree collapse affecting public movement,fallen_trees
Tree fallen blocking internal lane,fallen_trees
Tree collapse causing road obstruction,fallen_trees
Tree fallen blocking office area road,fallen_trees
Tree collapse blocking narrow street,fallen_trees
Tree fallen near residential gate,fallen_trees
Tree collapse blocking traffic flow,fallen_trees
Tree fallen blocking footpath and road,fallen_trees
Tree collapse blocking vehicle entry,fallen_trees
Tree fallen near junction causing blockage,fallen_trees
Tree collapse obstructing commuters,fallen_trees
Tree fallen blocking city road,fallen_trees
Tree collapse blocking access road,fallen_trees
Tree fallen near flyover road,fallen_trees
Tree collapse blocking transport route,fallen_trees
Tree fallen blocking residential road,fallen_trees
Tree collapse causing inconvenience to public,fallen_trees
Tree fallen blocking internal colony road,fallen_trees
Tree collapse blocking roadside traffic,fallen_trees
Tree fallen near park blocking road,fallen_trees
Tree collapse blocking daily commute,fallen_trees
Tree fallen obstructing vehicles,fallen_trees
Tree collapse blocking road access,fallen_trees
Tree fallen creating road hazard,fallen_trees
A tree has fallen across the road and blocked traffic,fallen_trees
Heavy rain caused a tree to collapse on the street,fallen_trees
Strong winds uprooted a tree blocking the road,fallen_trees
A large tree fell and stopped vehicle movement,fallen_trees
Tree collapse has disrupted normal road usage,fallen_trees
Uprooted tree lying across residential street,fallen_trees
Tree fell suddenly and blocked the main road,fallen_trees
Storm damage caused tree fall on the roadway,fallen_trees
Tree collapse creating major traffic obstruction,fallen_trees
A roadside tree snapped and fell across the lane,fallen_trees
Tree uprooted near junction blocking vehicles,fallen_trees
Tree fall is preventing access to the area,fallen_trees
Collapsed tree causing heavy traffic congestion,fallen_trees
Tree fall blocking emergency service access,fallen_trees
A huge tree fell and blocked both sides of the road,fallen_trees
Tree collapse making the road unusable,fallen_trees
Tree fall affecting commuters during peak hours,fallen_trees
Tree uprooted and blocking internal street,fallen_trees
Tree fall has caused complete road blockage,fallen_trees
Tree collapse disrupting public transportation,fallen_trees
Tree snapped due to storm and fell on road,fallen_trees
Tree fall creating safety hazard for vehicles,fallen_trees
Tree collapse blocking access to nearby houses,fallen_trees
Tree uprooted causing road obstruction,fallen_trees
Tree fall stopping traffic flow completely,fallen_trees
Tree collapse affecting local residents,fallen_trees
Tree fallen after rain blocking road access,fallen_trees
Tree collapse creating dangerous road condition,fallen_trees
Tree fall obstructing two wheeler movement,fallen_trees
Tree collapse blocking narrow residential lane,fallen_trees
Tree fall requiring urgent clearance from road,fallen_trees
Tree collapse creating inconvenience for commuters,fallen_trees
Tree uprooted blocking road after storm,fallen_trees
Tree fall disrupting daily travel,fallen_trees
Tree collapse near crossing causing traffic chaos,fallen_trees
Tree fallen making passage impossible,fallen_trees
Tree collapse blocking important road,fallen_trees
Tree fall creating obstruction on public road,fallen_trees
Tree collapse blocking road for long time,fallen_trees
Tree fallen affecting normal movement,fallen_trees
tree fallen road blocked,fallen_trees
tree collapse traffic issue,fallen_trees
tree down blocking road,fallen_trees
tree fell street blocked,fallen_trees
tree collapse problem road,fallen_trees
tree fallen causing jam,fallen_trees
tree down after storm,fallen_trees
tree blocking vehicles road,fallen_trees
tree fall emergency issue,fallen_trees
tree collapse urgent removal,fallen_trees
tree fallen not cleared yet,fallen_trees
tree down road access,fallen_trees
tree blocking way,fallen_trees
tree fall hazard road,fallen_trees
tree collapse roadside,fallen_trees
tree fallen traffic stopped,fallen_trees
tree down lane blocked,fallen_trees
tree collapse needs action,fallen_trees
tree fallen near road,fallen_trees
tree down causing blockage,fallen_trees
tree fallen street issue,fallen_trees
tree collapse blocking entry,fallen_trees
tree fallen jam road,fallen_trees
tree down public road,fallen_trees
tree collapse blocking path,fallen_trees
tree fallen causing obstruction,fallen_trees
tree down urgent help,fallen_trees
tree collapse problem,fallen_trees
tree fallen emergency road,fallen_trees
tree blocking movement road,fallen_trees
tree fall road closed,fallen_trees
tree collapse blocking traffic,fallen_trees
tree fallen roadside issue,fallen_trees
tree down road hazard,fallen_trees
